System,Metric,Category,Area_type,TMH & DTAC-MB MKS,AIS-MB MKS,Total Market Size,PROVINCE_ENG,DISTRICT_EN
All OS,Device,$600 - $999,District,51.76,48.24,3600,Sukhothai,Thung Saliam
All OS,Device,$600 - $999,District,49.73,50.27,3600,Satun,Khuan Don
All OS,Device,$600 - $999,District,40.39,59.6,3600,Chiang Mai,Hot
All OS,Device,$600 - $999,District,36.02,63.98,3600,Sa Kaeo,Ta Phraya
All OS,Device,$600 - $999,District,54.39,45.61,3600,Trang,Palian
All OS,Device,$600 - $999,District,47.3,52.7,3600,Phayao,Chun
All OS,Device,$600 - $999,District,57.07,42.93,3600,Maha Sarakham,Chiang Yuen
All OS,Device,$600 - $999,District,45.91,54.08,3600,Prachuap Khiri Khan,Sam Roi Yot
Android,Device,$600 - $999,District,22.22,77.78,3600,Prachuap Khiri Khan,Kui Buri
Android,Device,$600 - $999,District,20.41,79.59,3600,Trang,Sikao
Android,Device,$600 - $999,District,57.78,42.22,3600,Chiang Mai,Chom Thong
Android,Device,$600 - $999,District,49.3,50.7,3600,Sukhothai,Thung Saliam
Android,Device,$600 - $999,District,54.55,45.45,3600,Satun,Khuan Don
Android,Device,$600 - $999,District,38.1,61.9,3600,Chiang Mai,Hot
Android,Device,$600 - $999,District,27.14,72.86,3600,Sa Kaeo,Ta Phraya
Android,Device,$600 - $999,District,57.96,42.05,3600,Trang,Palian
Android,Device,$600 - $999,District,46.74,53.26,3600,Phayao,Chun
Android,Device,$600 - $999,District,62.9,37.1,3600,Maha Sarakham,Chiang Yuen
Android,Device,$600 - $999,District,44.19,55.81,3600,Prachuap Khiri Khan,Sam Roi Yot
iOS,Device,$600 - $999,District,40.53,59.47,3600,Prachuap Khiri Khan,Kui Buri
iOS,Device,$600 - $999,District,48.2,51.8,3600,Trang,Sikao
iOS,Device,$600 - $999,District,47.11,52.88,3600,Chiang Mai,Chom Thong
iOS,Device,$600 - $999,District,54.91,45.09,3600,Sukhothai,Thung Saliam
iOS,Device,$600 - $999,District,50.6,49.4,3600,Satun,Khuan Don
iOS,Device,$600 - $999,District,39.27,60.72,3600,Chiang Mai,Hot
iOS,Device,$600 - $999,District,37.83,62.16,3600,Sa Kaeo,Ta Phraya
iOS,Device,$600 - $999,District,53.23,46.77,3600,Trang,Palian
iOS,Device,$600 - $999,District,48.56,51.44,3600,Phayao,Chun
iOS,Device,$600 - $999,District,57.95,42.06,3600,Maha Sarakham,Chiang Yuen
iOS,Device,$600 - $999,District,47.22,52.79,3600,Prachuap Khiri Khan,Sam Roi Yot
All OS,Device,$600 - $999,District,51.94,48.06,3700,Chon Buri,Ko Chan
All OS,Device,$600 - $999,District,40.63,59.38,3700,Phatthalung,Khao Chaison
All OS,Device,$600 - $999,District,45.03,54.97,3700,Bueng Kan,So Phisai
All OS,Device,$600 - $999,District,45.36,54.64,3700,Si Sa Ket,Rasi Salai
All OS,Device,$600 - $999,District,46.56,53.44,3700,Chiang Rai,Mae Fa Luang
All OS,Device,$600 - $999,District,43.98,56.02,3700,Chaiyaphum,Bamnet Narong
All OS,Device,$600 - $999,District,41.59,58.4,3700,Yasothon,Maha Chana Chai
All OS,Device,$600 - $999,District,47.46,52.54,3700,Nakhon Ratchasima,Kham Thale So
All OS,Device,$600 - $999,District,50,50,3700,Phra Nakhon Si Ayutthaya,Bang Ban
Android,Device,$600 - $999,District,31.03,68.97,3700,Chon Buri,Ko Chan
Android,Device,$600 - $999,District,43.1,56.9,3700,Phatthalung,Khao Chaison
Android,Device,$600 - $999,District,34.55,65.45,3700,Bueng Kan,So Phisai
Android,Device,$600 - $999,District,38.18,61.82,3700,Si Sa Ket,Rasi Salai
Android,Device,$600 - $999,District,34.78,65.22,3700,Chiang Rai,Mae Fa Luang
Android,Device,$600 - $999,District,46.23,53.77,3700,Chaiyaphum,Bamnet Narong
Android,Device,$600 - $999,District,43.18,56.82,3700,Yasothon,Maha Chana Chai
Android,Device,$600 - $999,District,46.15,53.85,3700,Nakhon Ratchasima,Kham Thale So
Android,Device,$600 - $999,District,46.23,53.76,3700,Phra Nakhon Si Ayutthaya,Bang Ban
iOS,Device,$600 - $999,District,52.64,47.35,3700,Chon Buri,Ko Chan
iOS,Device,$600 - $999,District,40.29,59.7,3700,Phatthalung,Khao Chaison
iOS,Device,$600 - $999,District,43.73,56.27,3700,Bueng Kan,So Phisai
iOS,Device,$600 - $999,District,45.62,54.38,3700,Si Sa Ket,Rasi Salai
iOS,Device,$600 - $999,District,47,53,3700,Chiang Rai,Mae Fa Luang
iOS,Device,$600 - $999,District,41.35,58.64,3700,Chaiyaphum,Bamnet Narong
iOS,Device,$600 - $999,District,40.06,59.94,3700,Yasothon,Maha Chana Chai
iOS,Device,$600 - $999,District,49.22,50.78,3700,Nakhon Ratchasima,Kham Thale So
iOS,Device,$600 - $999,District,49.68,50.32,3700,Phra Nakhon Si Ayutthaya,Bang Ban
All OS,Device,$600 - $999,District,45.85,54.15,3800,Nakhon Si Thammarat,Hua Sai
All OS,Device,$600 - $999,District,35.25,64.75,3800,Chanthaburi,Na Yai Am
All OS,Device,$600 - $999,District,54.18,45.81,3800,Phichit,Pho Thale
All OS,Device,$600 - $999,District,47.15,52.85,3800,Saraburi,Sao Hai
All OS,Device,$600 - $999,District,55.11,44.89,3800,Nakhon Si Thammarat,Khanom
Android,Device,$600 - $999,District,42.85,57.14,3800,Nakhon Si Thammarat,Hua Sai
Android,Device,$600 - $999,District,34.48,65.52,3800,Chanthaburi,Na Yai Am
Android,Device,$600 - $999,District,58.7,41.3,3800,Phichit,Pho Thale
Android,Device,$600 - $999,District,30.77,69.23,3800,Saraburi,Sao Hai
Android,Device,$600 - $999,District,50,50,3800,Nakhon Si Thammarat,Khanom
iOS,Device,$600 - $999,District,46.46,53.54,3800,Nakhon Si Thammarat,Hua Sai
iOS,Device,$600 - $999,District,29.35,70.65,3800,Chanthaburi,Na Yai Am
iOS,Device,$600 - $999,District,55.16,44.84,3800,Phichit,Pho Thale
iOS,Device,$600 - $999,District,51.38,48.62,3800,Saraburi,Sao Hai
iOS,Device,$600 - $999,District,54.12,45.88,3800,Nakhon Si Thammarat,Khanom
All OS,Device,$600 - $999,District,27.69,72.31,3900,Loei,Dan Sai
All OS,Device,$600 - $999,District,51.54,48.46,3900,Mae Hong Son,Pai
All OS,Device,$600 - $999,District,59.14,40.87,3900,Phichit,Bang Mun Nak
All OS,Device,$600 - $999,District,28.76,71.25,3900,Chanthaburi,Kaeng Hang Maeo
All OS,Device,$600 - $999,District,45.12,54.88,3900,Mae Hong Son,Mae Sariang
All OS,Device,$600 - $999,District,44.16,55.84,3900,Kalasin,Nong Kung Si
All OS,Device,$600 - $999,District,44.75,55.25,3900,Nakhon Ratchasima,Chum Phuang
All OS,Device,$600 - $999,District,44.39,55.61,3900,Phra Nakhon Si Ayutthaya,Phachi
All OS,Device,$600 - $999,District,23.4,76.6,3900,Kanchanaburi,Lao Khwan
Android,Device,$600 - $999,District,35.48,64.52,3900,Loei,Dan Sai
Android,Device,$600 - $999,District,57.14,42.86,3900,Phichit,Bang Mun Nak
Android,Device,$600 - $999,District,27.12,72.88,3900,Chanthaburi,Kaeng Hang Maeo
Android,Device,$600 - $999,District,55.74,44.26,3900,Mae Hong Son,Mae Sariang
Android,Device,$600 - $999,District,22.58,77.42,3900,Kalasin,Nong Kung Si
Android,Device,$600 - $999,District,28.13,71.88,3900,Nakhon Ratchasima,Chum Phuang
Android,Device,$600 - $999,District,43.01,56.99,3900,Phra Nakhon Si Ayutthaya,Phachi
Android,Device,$600 - $999,District,18.75,81.25,3900,Kanchanaburi,Lao Khwan
iOS,Device,$600 - $999,District,31.62,68.39,3900,Loei,Dan Sai
iOS,Device,$600 - $999,District,60.06,39.94,3900,Phichit,Bang Mun Nak
iOS,Device,$600 - $999,District,27.98,72.02,3900,Chanthaburi,Kaeng Hang Maeo
iOS,Device,$600 - $999,District,45,55,3900,Mae Hong Son,Mae Sariang
iOS,Device,$600 - $999,District,43.21,56.78,3900,Kalasin,Nong Kung Si
iOS,Device,$600 - $999,District,43.61,56.39,3900,Nakhon Ratchasima,Chum Phuang
iOS,Device,$600 - $999,District,42.82,57.19,3900,Phra Nakhon Si Ayutthaya,Phachi
iOS,Device,$600 - $999,District,22.67,77.33,3900,Kanchanaburi,Lao Khwan
All OS,Device,$600 - $999,District,39.07,60.93,4000,Chaiyaphum,Thep Sathit
All OS,Device,$600 - $999,District,68.9,31.1,4000,Phetchabun,Chon Daen
All OS,Device,$600 - $999,District,38.11,61.89,4000,Phra Nakhon Si Ayutthaya,Tha Ruea
All OS,Device,$600 - $999,District,31.61,68.38,4000,Phatthalung,Pak Phayun
All OS,Device,$600 - $999,District,41.67,58.33,4000,Ang Thong,Pho Thong
All OS,Device,$600 - $999,District,56.75,43.25,4000,Chiang Rai,Chiang Khong
All OS,Device,$600 - $999,District,45.32,54.68,4000,Nakhon Ratchasima,Khong
All OS,Device,$600 - $999,District,61.13,38.88,4000,Sukhothai,Ban Dan Lan Hoi
All OS,Device,$600 - $999,District,45.98,54.02,4000,Trang,Yan Ta Khao
All OS,Device,$600 - $999,District,50.95,49.04,4000,Chai Nat,Sankhaburi
All OS,Device,$600 - $999,District,43.88,56.12,4000,Buri Ram,Nong Hong
All OS,Device,$600 - $999,District,60.65,39.35,4000,Sukhothai,Si Samrong
Android,Device,$600 - $999,District,56.1,43.9,4000,Mae Hong Son,Pai
Android,Device,$600 - $999,District,41.98,58.02,4000,Chaiyaphum,Thep Sathit
Android,Device,$600 - $999,District,63.64,36.36,4000,Phetchabun,Chon Daen
Android,Device,$600 - $999,District,35.58,64.42,4000,Phra Nakhon Si Ayutthaya,Tha Ruea
Android,Device,$600 - $999,District,44.12,55.88,4000,Phatthalung,Pak Phayun
Android,Device,$600 - $999,District,45.74,54.26,4000,Ang Thong,Pho Thong
Android,Device,$600 - $999,District,61.06,38.94,4000,Chiang Rai,Chiang Khong
Android,Device,$600 - $999,District,54.67,45.33,4000,Nakhon Ratchasima,Khong
Android,Device,$600 - $999,District,51.25,48.75,4000,Sukhothai,Ban Dan Lan Hoi
Android,Device,$600 - $999,District,46.15,53.85,4000,Trang,Yan Ta Khao
Android,Device,$600 - $999,District,45.75,54.26,4000,Chai Nat,Sankhaburi
Android,Device,$600 - $999,District,60.47,39.53,4000,Buri Ram,Nong Hong
Android,Device,$600 - $999,District,39.24,60.76,4000,Sukhothai,Si Samrong
iOS,Device,$600 - $999,District,53.58,46.42,4000,Mae Hong Son,Pai
iOS,Device,$600 - $999,District,39.59,60.41,4000,Chaiyaphum,Thep Sathit
iOS,Device,$600 - $999,District,68.66,31.34,4000,Phetchabun,Chon Daen
iOS,Device,$600 - $999,District,39.66,60.34,4000,Phra Nakhon Si Ayutthaya,Tha Ruea
iOS,Device,$600 - $999,District,31.39,68.61,4000,Phatthalung,Pak Phayun
iOS,Device,$600 - $999,District,44.15,55.86,4000,Ang Thong,Pho Thong
iOS,Device,$600 - $999,District,57.33,42.68,4000,Chiang Rai,Chiang Khong
iOS,Device,$600 - $999,District,43.47,56.53,4000,Nakhon Ratchasima,Khong
iOS,Device,$600 - $999,District,62.39,37.61,4000,Sukhothai,Ban Dan Lan Hoi
iOS,Device,$600 - $999,District,42,57.99,4000,Trang,Yan Ta Khao
iOS,Device,$600 - $999,District,53.85,46.15,4000,Chai Nat,Sankhaburi
iOS,Device,$600 - $999,District,40.22,59.78,4000,Buri Ram,Nong Hong
iOS,Device,$600 - $999,District,62.03,37.97,4000,Sukhothai,Si Samrong
All OS,Device,$600 - $999,District,31.89,68.12,4100,Kanchanaburi,Sai Yok
All OS,Device,$600 - $999,District,44.34,55.66,4100,Surin,Si Narong
All OS,Device,$600 - $999,District,42.39,57.61,4100,Khon Kaen,Nong Song Hong
All OS,Device,$600 - $999,District,43.93,56.07,4100,Saraburi,Muak Lek
All OS,Device,$600 - $999,District,46.14,53.86,4100,Buri Ram,Nong Ki
All OS,Device,$600 - $999,District,36.84,63.16,4100,Sa Kaeo,Wang Nam Yen
All OS,Device,$600 - $999,District,45.16,54.84,4100,Chai Nat,Hankha
All OS,Device,$600 - $999,District,50.93,49.07,4100,Roi Et,Nong Phok
All OS,Device,$600 - $999,District,60.5,39.5,4100,Mukdahan,Don Tan
All OS,Device,$600 - $999,District,58.85,41.15,4100,Bangkok,Samphanthawong
Android,Device,$600 - $999,District,37.5,62.5,4100,Kanchanaburi,Sai Yok
Android,Device,$600 - $999,District,30.61,69.39,4100,Surin,Si Narong
Android,Device,$600 - $999,District,26.47,73.53,4100,Khon Kaen,Nong Song Hong
Android,Device,$600 - $999,District,23.17,76.83,4100,Saraburi,Muak Lek
Android,Device,$600 - $999,District,32.65,67.35,4100,Buri Ram,Nong Ki
Android,Device,$600 - $999,District,21.54,78.46,4100,Sa Kaeo,Wang Nam Yen
Android,Device,$600 - $999,District,29.76,70.24,4100,Chai Nat,Hankha
Android,Device,$600 - $999,District,45.83,54.17,4100,Roi Et,Nong Phok
Android,Device,$600 - $999,District,62.77,37.23,4100,Mukdahan,Don Tan
Android,Device,$600 - $999,District,0,0,4100,Bangkok,Samphanthawong
iOS,Device,$600 - $999,District,32.23,67.77,4100,Kanchanaburi,Sai Yok
iOS,Device,$600 - $999,District,45.63,54.37,4100,Surin,Si Narong
iOS,Device,$600 - $999,District,43.77,56.23,4100,Khon Kaen,Nong Song Hong
iOS,Device,$600 - $999,District,49.08,50.93,4100,Saraburi,Muak Lek
iOS,Device,$600 - $999,District,44.76,55.24,4100,Buri Ram,Nong Ki
iOS,Device,$600 - $999,District,36.42,63.59,4100,Sa Kaeo,Wang Nam Yen
iOS,Device,$600 - $999,District,45.01,54.98,4100,Chai Nat,Hankha
iOS,Device,$600 - $999,District,55.64,44.35,4100,Roi Et,Nong Phok
iOS,Device,$600 - $999,District,59.78,40.22,4100,Mukdahan,Don Tan
iOS,Device,$600 - $999,District,0,100,4100,Bangkok,Samphanthawong
All OS,Device,$600 - $999,District,50.78,49.22,4200,Yasothon,Kham Khuean Kaeo
All OS,Device,$600 - $999,District,42.76,57.24,4200,Buri Ram,Ban Kruat
All OS,Device,$600 - $999,District,51.15,48.86,4200,Chon Buri,Bo Thong
All OS,Device,$600 - $999,District,48.38,51.63,4200,Lampang,Thoen
All OS,Device,$600 - $999,District,29.37,70.63,4200,Narathiwat,Yi-ngo
All OS,Device,$600 - $999,District,38.81,61.19,4200,,Pua
All OS,Device,$600 - $999,District,40.56,59.45,4200,Roi Et,Phanom Phrai
All OS,Device,$600 - $999,District,28.73,71.27,4200,Pattani,Mayo
Android,Device,$600 - $999,District,51.22,48.78,4200,Yasothon,Kham Khuean Kaeo
Android,Device,$600 - $999,District,37.5,62.5,4200,Buri Ram,Ban Kruat
Android,Device,$600 - $999,District,56.62,43.37,4200,Chon Buri,Bo Thong
Android,Device,$600 - $999,District,37.33,62.67,4200,Lampang,Thoen
Android,Device,$600 - $999,District,0,100,4200,Narathiwat,Yi-ngo
Android,Device,$600 - $999,District,25.93,74.07,4200,,Pua
Android,Device,$600 - $999,District,30.77,69.23,4200,Roi Et,Phanom Phrai
Android,Device,$600 - $999,District,0,100,4200,Pattani,Mayo
iOS,Device,$600 - $999,District,48.73,51.27,4200,Yasothon,Kham Khuean Kaeo
iOS,Device,$600 - $999,District,44.78,55.22,4200,Buri Ram,Ban Kruat
iOS,Device,$600 - $999,District,51.61,48.4,4200,Chon Buri,Bo Thong
iOS,Device,$600 - $999,District,49.05,50.95,4200,Lampang,Thoen
iOS,Device,$600 - $999,District,30.18,69.82,4200,Narathiwat,Yi-ngo
iOS,Device,$600 - $999,District,39.43,60.57,4200,,Pua
iOS,Device,$600 - $999,District,41.97,58.04,4200,Roi Et,Phanom Phrai
iOS,Device,$600 - $999,District,27.76,72.24,4200,Pattani,Mayo
All OS,Device,$600 - $999,District,46.82,53.18,4300,Lampang,Hang Chat
All OS,Device,$600 - $999,District,39.96,60.04,4300,Buri Ram,Lahan Sai
All OS,Device,$600 - $999,District,47.14,52.86,4300,Phra Nakhon Si Ayutthaya,Bang Pahan
All OS,Device,$600 - $999,District,59.78,40.22,4300,Phetchabun,Lom Kao
All OS,Device,$600 - $999,District,62.29,37.72,4300,Chiang Rai,Chiang Saen
All OS,Device,$600 - $999,District,36.63,63.38,4300,Chaiyaphum,Nong Bua Daeng
All OS,Device,$600 - $999,District,47.23,52.77,4300,Bueng Kan,Phon Charoen
All OS,Device,$600 - $999,District,36.43,63.58,4300,Ranong,Kra Buri
Android,Device,$600 - $999,District,54.54,45.45,4300,Lampang,Hang Chat
Android,Device,$600 - $999,District,31.34,68.66,4300,Buri Ram,Lahan Sai
Android,Device,$600 - $999,District,48.51,51.49,4300,Phra Nakhon Si Ayutthaya,Bang Pahan
Android,Device,$600 - $999,District,52.94,47.06,4300,Phetchabun,Lom Kao
Android,Device,$600 - $999,District,48.18,51.82,4300,Chiang Rai,Chiang Saen
Android,Device,$600 - $999,District,39.34,60.66,4300,Chaiyaphum,Nong Bua Daeng
Android,Device,$600 - $999,District,33.8,66.2,4300,Bueng Kan,Phon Charoen
Android,Device,$600 - $999,District,31.82,68.18,4300,Ranong,Kra Buri
iOS,Device,$600 - $999,District,45.72,54.29,4300,Lampang,Hang Chat
iOS,Device,$600 - $999,District,43.29,56.71,4300,Buri Ram,Lahan Sai
iOS,Device,$600 - $999,District,48.88,51.12,4300,Phra Nakhon Si Ayutthaya,Bang Pahan
iOS,Device,$600 - $999,District,61.28,38.72,4300,Phetchabun,Lom Kao
iOS,Device,$600 - $999,District,65.96,34.04,4300,Chiang Rai,Chiang Saen
iOS,Device,$600 - $999,District,34.56,65.44,4300,Chaiyaphum,Nong Bua Daeng
iOS,Device,$600 - $999,District,48.62,51.38,4300,Bueng Kan,Phon Charoen
iOS,Device,$600 - $999,District,33.87,66.13,4300,Ranong,Kra Buri
All OS,Device,$600 - $999,District,44.49,55.51,4400,Kalasin,Somdet
All OS,Device,$600 - $999,District,30.88,69.11,4400,Songkhla,Saba Yoi
All OS,Device,$600 - $999,District,36.34,63.66,4400,Surat Thani,Khiri Rat Nikhom
All OS,Device,$600 - $999,District,51.46,48.53,4400,Ubon Ratchathani,Si Mueang Mai
All OS,Device,$600 - $999,District,39.82,60.18,4400,Nakhon Sawan,Phayuha Khiri
All OS,Device,$600 - $999,District,58.14,41.87,4400,Lamphun,Li
All OS,Device,$600 - $999,District,38.58,61.42,4400,Uthai Thani,Ban Rai
All OS,Device,$600 - $999,District,30.23,69.78,4400,Tak,Tha Song Yang
All OS,Device,$600 - $999,District,36.96,63.04,4400,Nakhon Sawan,Lat Yao
All OS,Device,$600 - $999,District,43.08,56.91,4400,Nakhon Ratchasima,Non Thai
All OS,Device,$600 - $999,District,53.1,46.9,4400,Chiang Mai,San Kamphaeng
All OS,Device,$600 - $999,District,54.6,45.4,4400,Phetchaburi,Ban Laem
All OS,Device,$600 - $999,District,44.94,55.07,4400,Loei,Chiang Khan
All OS,Device,$600 - $999,District,53.54,46.46,4400,Phetchabun,Bueng Sam Phan
Android,Device,$600 - $999,District,40.58,59.42,4400,Kalasin,Somdet
Android,Device,$600 - $999,District,43.4,56.6,4400,Songkhla,Saba Yoi
Android,Device,$600 - $999,District,47.13,52.87,4400,Surat Thani,Khiri Rat Nikhom
Android,Device,$600 - $999,District,45.1,54.9,4400,Ubon Ratchathani,Si Mueang Mai
Android,Device,$600 - $999,District,36.9,63.11,4400,Nakhon Sawan,Phayuha Khiri
Android,Device,$600 - $999,District,62.5,37.5,4400,Lamphun,Li
Android,Device,$600 - $999,District,45.09,54.9,4400,Uthai Thani,Ban Rai
Android,Device,$600 - $999,District,40,60,4400,Tak,Tha Song Yang
Android,Device,$600 - $999,District,42.28,57.72,4400,Nakhon Sawan,Lat Yao
Android,Device,$600 - $999,District,45.07,54.93,4400,Nakhon Ratchasima,Non Thai
Android,Device,$600 - $999,District,52.52,47.47,4400,Chiang Mai,San Kamphaeng
Android,Device,$600 - $999,District,44.54,55.45,4400,Phetchaburi,Ban Laem
Android,Device,$600 - $999,District,38.04,61.96,4400,Loei,Chiang Khan
Android,Device,$600 - $999,District,61.91,38.1,4400,Phetchabun,Bueng Sam Phan
iOS,Device,$600 - $999,District,43.52,56.48,4400,Kalasin,Somdet
iOS,Device,$600 - $999,District,31.13,68.87,4400,Songkhla,Saba Yoi
iOS,Device,$600 - $999,District,35.86,64.15,4400,Surat Thani,Khiri Rat Nikhom
iOS,Device,$600 - $999,District,51.42,48.58,4400,Ubon Ratchathani,Si Mueang Mai
iOS,Device,$600 - $999,District,39.89,60.11,4400,Nakhon Sawan,Phayuha Khiri
iOS,Device,$600 - $999,District,58.81,41.19,4400,Lamphun,Li
iOS,Device,$600 - $999,District,40.37,59.64,4400,Uthai Thani,Ban Rai
iOS,Device,$600 - $999,District,32.15,67.85,4400,Tak,Tha Song Yang
iOS,Device,$600 - $999,District,36.18,63.82,4400,Nakhon Sawan,Lat Yao
iOS,Device,$600 - $999,District,42.9,57.1,4400,Nakhon Ratchasima,Non Thai
iOS,Device,$600 - $999,District,51.15,48.85,4400,Chiang Mai,San Kamphaeng
iOS,Device,$600 - $999,District,56.83,43.18,4400,Phetchaburi,Ban Laem
iOS,Device,$600 - $999,District,48.4,51.6,4400,Loei,Chiang Khan
iOS,Device,$600 - $999,District,53.3,46.7,4400,Phetchabun,Bueng Sam Phan
All OS,Device,$600 - $999,District,32.31,67.7,4500,Nong Bua Lam Phu,Na Klang
All OS,Device,$600 - $999,District,40.85,59.15,4500,Udon Thani,Kut Chap
All OS,Device,$600 - $999,District,30.7,69.29,4500,Nakhon Si Thammarat,Chawang
All OS,Device,$600 - $999,District,42.58,57.42,4500,Krabi,Ko Lanta
Android,Device,$600 - $999,District,27.28,72.73,4500,Nong Bua Lam Phu,Na Klang
Android,Device,$600 - $999,District,39.36,60.64,4500,Udon Thani,Kut Chap
Android,Device,$600 - $999,District,16.28,83.72,4500,Nakhon Si Thammarat,Chawang
Android,Device,$600 - $999,District,37.88,62.12,4500,Krabi,Ko Lanta
iOS,Device,$600 - $999,District,35.54,64.46,4500,Nong Bua Lam Phu,Na Klang
iOS,Device,$600 - $999,District,40.38,59.62,4500,Udon Thani,Kut Chap
iOS,Device,$600 - $999,District,30.95,69.05,4500,Nakhon Si Thammarat,Chawang
iOS,Device,$600 - $999,District,43.07,56.93,4500,Krabi,Ko Lanta
All OS,Device,$600 - $999,District,49.89,50.11,4600,,Wiang Sa
All OS,Device,$600 - $999,District,48.47,51.53,4600,Samut Songkhram,Amphawa
All OS,Device,$600 - $999,District,37.66,62.34,4600,Chanthaburi,Makham
All OS,Device,$600 - $999,District,35.52,64.48,4600,Pattani,Yaring
All OS,Device,$600 - $999,District,37.42,62.58,4600,Nakhon Phanom,Na Kae
All OS,Device,$600 - $999,District,65.86,34.13,4600,Ubon Ratchathani,Buntharik
All OS,Device,$600 - $999,District,41.83,58.17,4600,Surat Thani,Tha Chana
Android,Device,$600 - $999,District,44.83,55.17,4600,,Wiang Sa
Android,Device,$600 - $999,District,50.44,49.57,4600,Samut Songkhram,Amphawa
Android,Device,$600 - $999,District,25,75,4600,Chanthaburi,Makham
Android,Device,$600 - $999,District,38.71,61.29,4600,Pattani,Yaring
Android,Device,$600 - $999,District,39.66,60.34,4600,Nakhon Phanom,Na Kae
Android,Device,$600 - $999,District,77.33,22.67,4600,Ubon Ratchathani,Buntharik
Android,Device,$600 - $999,District,20,80,4600,Surat Thani,Tha Chana
iOS,Device,$600 - $999,District,53.33,46.67,4600,,Wiang Sa
iOS,Device,$600 - $999,District,51.98,48.02,4600,Samut Songkhram,Amphawa
iOS,Device,$600 - $999,District,41.99,58.01,4600,Chanthaburi,Makham
iOS,Device,$600 - $999,District,33.96,66.03,4600,Pattani,Yaring
iOS,Device,$600 - $999,District,36.93,63.07,4600,Nakhon Phanom,Na Kae
iOS,Device,$600 - $999,District,63.77,36.23,4600,Ubon Ratchathani,Buntharik
iOS,Device,$600 - $999,District,44.7,55.29,4600,Surat Thani,Tha Chana
All OS,Device,$600 - $999,District,42.66,57.34,4700,Ubon Ratchathani,Nam Yuen
All OS,Device,$600 - $999,District,46.72,53.28,4700,Surin,Rattanaburi
All OS,Device,$600 - $999,District,43.64,56.36,4700,Narathiwat,Su-ngai Padi
All OS,Device,$600 - $999,District,45.03,54.97,4700,Uthai Thani,Nong Chang
All OS,Device,$600 - $999,District,65.73,34.27,4700,Songkhla,Ranot
All OS,Device,$600 - $999,District,45.59,54.41,4700,Nakhon Sawan,Phaisali
All OS,Device,$600 - $999,District,36.4,63.6,4700,Chanthaburi,Soi Dao
All OS,Device,$600 - $999,District,70.59,29.41,4700,Sukhothai,Kong Krailat
All OS,Device,$600 - $999,District,45.82,54.18,4700,Phetchaburi,Ban Lat
Android,Device,$600 - $999,District,44,56,4700,Ubon Ratchathani,Nam Yuen
Android,Device,$600 - $999,District,41.84,58.16,4700,Surin,Rattanaburi
Android,Device,$600 - $999,District,49.46,50.54,4700,Narathiwat,Su-ngai Padi
Android,Device,$600 - $999,District,49.59,50.41,4700,Uthai Thani,Nong Chang
Android,Device,$600 - $999,District,61.98,38.03,4700,Songkhla,Ranot
Android,Device,$600 - $999,District,39.05,60.95,4700,Nakhon Sawan,Phaisali
Android,Device,$600 - $999,District,41.31,58.7,4700,Chanthaburi,Soi Dao
Android,Device,$600 - $999,District,74.38,25.62,4700,Sukhothai,Kong Krailat
Android,Device,$600 - $999,District,31.48,68.52,4700,Phetchaburi,Ban Lat
iOS,Device,$600 - $999,District,41.99,58.01,4700,Ubon Ratchathani,Nam Yuen
iOS,Device,$600 - $999,District,47.72,52.28,4700,Surin,Rattanaburi
iOS,Device,$600 - $999,District,44.61,55.39,4700,Narathiwat,Su-ngai Padi
iOS,Device,$600 - $999,District,41.53,58.47,4700,Uthai Thani,Nong Chang
iOS,Device,$600 - $999,District,67.07,32.93,4700,Songkhla,Ranot
iOS,Device,$600 - $999,District,47.95,52.05,4700,Nakhon Sawan,Phaisali
iOS,Device,$600 - $999,District,35.06,64.94,4700,Chanthaburi,Soi Dao
iOS,Device,$600 - $999,District,70.24,29.76,4700,Sukhothai,Kong Krailat
iOS,Device,$600 - $999,District,50.13,49.87,4700,Phetchaburi,Ban Lat
All OS,Device,$600 - $999,District,36.03,63.98,4800,Roi Et,Kaset Wisai
All OS,Device,$600 - $999,District,44.42,55.58,4800,Khon Kaen,Mancha Khiri
All OS,Device,$600 - $999,District,37.82,62.18,4800,Saraburi,Ban Mo
All OS,Device,$600 - $999,District,40.49,59.52,4800,Lop Buri,Khok Samrong
All OS,Device,$600 - $999,District,38.88,61.12,4800,Nakhon Ratchasima,Prathai
All OS,Device,$600 - $999,District,50.3,49.69,4800,Kalasin,Kamalasai
All OS,Device,$600 - $999,District,45.23,54.77,4800,Sakon Nakhon,Phang Khon
All OS,Device,$600 - $999,District,60.7,39.3,4800,Khon Kaen,Phu Wiang
All OS,Device,$600 - $999,District,53.7,46.3,4800,,Phu Phiang
All OS,Device,$600 - $999,District,67.59,32.41,4800,Sukhothai,Khiri Mat
All OS,Device,$600 - $999,District,41.13,58.87,4800,Suphan Buri,Si Prachan
All OS,Device,$600 - $999,District,38.61,61.4,4800,Nakhon Ratchasima,Soeng Sang
Android,Device,$600 - $999,District,29.21,70.79,4800,Roi Et,Kaset Wisai
Android,Device,$600 - $999,District,40,60,4800,Khon Kaen,Mancha Khiri
Android,Device,$600 - $999,District,33.66,66.34,4800,Saraburi,Ban Mo
Android,Device,$600 - $999,District,34.82,65.18,4800,Lop Buri,Khok Samrong
Android,Device,$600 - $999,District,26.53,73.47,4800,Nakhon Ratchasima,Prathai
